t,r11,r12,r13,r21,r22,r23,r31,r32,r33
1708857506059437,-5.02472e-06,-1,1.61537e-06,0.898108,-5.22314e-06,-0.439774,0.439774,-7.58967e-07,0.898108
1708857506068971,-5.31293e-06,-1,1.58931e-06,0.901547,-5.47752e-06,-0.432682,0.432682,-8.65977e-07,0.901547
1708857506079392,-3.79151e-06,-1,1.56291e-06,0.904962,-4.09618e-06,-0.425492,0.425492,-1.9888e-07,0.904962
1708857506089044,-2.74895e-06,-1,1.53683e-06,0.908268,-3.13978e-06,-0.418388,0.418388,2.45723e-07,0.908268
1708857506099132,-3.63615e-06,-1,1.5099e-06,0.911608,-3.93541e-06,-0.411062,0.411062,-1.18242e-07,0.911608
1708857506109336,-3.93565e-06,-1,1.48331e-06,0.914839,-4.19947e-06,-0.403819,0.403819,-2.32305e-07,0.914839
1708857506119384,-4.90589e-06,-1,1.45695e-06,0.917977,-5.08137e-06,-0.396633,0.396633,-6.08387e-07,0.917977
1708857506129217,-4.05443e-06,-1,1.43018e-06,0.92109,-4.29134e-06,-0.38935,0.38935,-2.61268e-07,0.92109
1708857506139209,-3.09469e-06,-1,1.40382e-06,0.924087,-3.39628e-06,-0.382183,0.382183,1.14515e-07,0.924087
1708857506149338,-3.40531e-06,-1,1.37707e-06,0.927067,-3.67321e-06,-0.374897,0.374897,-2.77556e-17,0.927067
1708857506159021,-4.65026e-06,-1,1.35047e-06,0.929968,-4.82109e-06,-0.36764,0.36764,-4.53724e-07,0.929968
1708857506169106,-5.15214e-06,-1,1.3239e-06,0.932799,-5.28304e-06,-0.360398,0.360398,-6.21889e-07,0.932799
1708857506179311,-3.9997e-06,-1,1.29733e-06,0.935554,-4.20013e-06,-0.353184,0.353184,-1.98903e-07,0.935554
1708857506189518,-4.00951e-06,-1,1.27104e-06,0.938226,-4.20164e-06,-0.346023,0.346023,-1.94868e-07,0.938226
1708857506199004,-4.4148e-06,-1,1.24418e-06,0.940892,-4.57526e-06,-0.338707,0.338707,-3.24686e-07,0.940892
1708857506209258,-3.94503e-06,-1,1.21746e-06,0.943478,-4.12556e-06,-0.331434,0.331434,-1.58875e-07,0.943478
1708857506219338,-4.74539e-06,-1,1.19042e-06,0.946036,-4.87507e-06,-0.324062,0.324062,-4.11619e-07,0.946036
1708857506229395,-4.04744e-06,-1,1.16305e-06,0.948551,-4.20745e-06,-0.316623,0.316623,-1.78304e-07,0.948551
1708857506239474,-4.15242e-06,-1,1.1358e-06,0.950996,-4.30012e-06,-0.309202,0.309202,-2.03795e-07,0.950996
1708857506249128,-3.02263e-06,-1,1.1081e-06,0.95341,-3.21609e-06,-0.301677,0.301677,1.44611e-07,0.95341
1708857506259163,-4.64929e-06,-1,1.08018e-06,0.955789,-4.76137e-06,-0.294055,0.294055,-3.34721e-07,0.955789
1708857506269009,-5.82036e-06,-1,1.05219e-06,0.958106,-5.87788e-06,-0.286415,0.286415,-6.5893e-07,0.958106
1708857506279230,-4.34262e-06,-1,1.02352e-06,0.960399,-4.45582e-06,-0.278629,0.278629,-2.26996e-07,0.960399
1708857506289477,-3.82348e-06,-1,9.95093e-07,0.962607,-3.95008e-06,-0.270902,0.270902,-7.79046e-08,0.962607
1708857506299082,-4.98199e-06,-1,9.66283e-07,0.964783,-5.06072e-06,-0.263049,0.263049,-3.78254e-07,0.964783
1708857506309263,-4.61799e-06,-1,9.38055e-07,0.966845,-4.70443e-06,-0.255365,0.255365,-2.72318e-07,0.966845
1708857506319414,-5.17663e-06,-1,9.09933e-07,0.96883,-5.24069e-06,-0.247726,0.247726,-4.00816e-07,0.96883
1708857506329509,-4.42867e-06,-1,8.81799e-07,0.970755,-4.51085e-06,-0.240071,0.240071,-2.07185e-07,0.970755
1708857506339173,-3.57248e-06,-1,8.54287e-07,0.972579,-3.67321e-06,-0.232573,0.232573,-6.93889e-17,0.972579
1708857506349397,-4.92114e-06,-1,8.26602e-07,0.974347,-4.98092e-06,-0.225052,0.225052,-3.02112e-07,0.974347
1708857506358920,-5.13118e-06,-1,7.9932e-07,0.976033,-5.18215e-06,-0.217623,0.217623,-3.36502e-07,0.976033
1708857506369150,-4.6457e-06,-1,7.71904e-07,0.977668,-4.70417e-06,-0.210157,0.210157,-2.21663e-07,0.977668
1708857506379348,-4.67564e-06,-1,7.44057e-07,0.979267,-4.72942e-06,-0.202575,0.202575,-2.18538e-07,0.979267
1708857506389055,-3.98611e-06,-1,7.16415e-07,0.980795,-4.04929e-06,-0.195042,0.195042,-7.48015e-08,0.980795
1708857506399172,-4.47105e-06,-1,6.88159e-07,0.982291,-4.52081e-06,-0.18736,0.18736,-1.61723e-07,0.982291
1708857506409291,-4.94373e-06,-1,6.59853e-07,0.98373,-4.98184e-06,-0.179652,0.179652,-2.39033e-07,0.98373
1708857506418968,-4.88894e-06,-1,6.31307e-07,0.985118,-4.92469e-06,-0.171881,0.171881,-2.18403e-07,0.985118
1708857506429113,-5.3732e-06,-1,6.01978e-07,0.986475,-5.3992e-06,-0.16391,0.16391,-2.86887e-07,0.986475
1708857506439268,-4.49101e-06,-1,5.73717e-07,0.987726,-4.5255e-06,-0.156199,0.156199,-1.34818e-07,0.987726
1708857506449281,-5.0946e-06,-1,5.44812e-07,0.988935,-5.11906e-06,-0.148346,0.148346,-2.16981e-07,0.988935
1708857506459427,-5.15865e-06,-1,5.16341e-07,0.990067,-5.18e-06,-0.140594,0.140594,-2.14064e-07,0.990067
1708857506468978,-4.99481e-06,-1,4.88169e-07,0.991127,-5.01538e-06,-0.132919,0.132919,-1.80071e-07,0.991127
1708857506479206,-4.80678e-06,-1,4.59148e-07,0.992155,-4.82647e-06,-0.125017,0.125017,-1.45385e-07,0.992155
1708857506489384,-4.03131e-06,-1,4.30769e-07,0.993099,-4.05401e-06,-0.117276,0.117276,-4.49812e-08,0.993099
1708857506498969,-4.80163e-06,-1,4.02248e-07,0.993984,-4.8168e-06,-0.109524,0.109524,-1.26066e-07,0.993984
1708857506509059,-4.99626e-06,-1,3.74132e-07,0.994798,-5.00838e-06,-0.101864,0.101864,-1.36751e-07,0.994798
1708857506519184,-5.47852e-06,-1,3.45497e-07,0.995566,-5.48672e-06,-0.0940704,0.0940704,-1.71402e-07,0.995566
1708857506529274,-5.00171e-06,-1,3.16392e-07,0.996282,-5.01037e-06,-0.086147,0.086147,-1.15666e-07,0.996282
1708857506539309,-4.6447e-06,-1,2.87667e-07,0.996928,-4.65296e-06,-0.0783173,0.0783173,-7.69773e-08,0.996928
1708857506549494,-5.18605e-06,-1,2.58069e-07,0.997528,-5.19137e-06,-0.0702698,0.0702698,-1.06992e-07,0.997528
1708857506559260,-4.52896e-06,-1,2.28879e-07,0.998056,-4.53442e-06,-0.0623172,0.0623172,-5.37979e-08,0.998056
1708857506569427,-5.51342e-06,-1,2.00009e-07,0.998517,-5.51613e-06,-0.0544494,0.0544494,-1.0049e-07,0.998517
1708857506579232,-5.38298e-06,-1,1.70625e-07,0.998921,-5.38509e-06,-0.0464523,0.0464523,-7.96107e-08,0.998921
1708857506589445,-4.43754e-06,-1,1.41838e-07,0.999254,-4.43971e-06,-0.0386118,0.0386118,-2.96096e-08,0.999254
1708857506599018,-4.55843e-06,-1,1.12817e-07,0.999528,-4.55974e-06,-0.0307107,0.0307107,-2.72291e-08,0.999528
1708857506609105,-5.39803e-06,-1,8.37259e-08,0.99974,-5.39854e-06,-0.022785,0.022785,-3.929e-08,0.99974
1708857506619382,-5.39857e-06,-1,5.5192e-08,0.999887,-5.39879e-06,-0.0150147,0.0150147,-2.58722e-08,0.999887
1708857506629013,-4.79957e-06,-1,2.65074e-08,0.999974,-4.79963e-06,-0.00720971,0.00720971,-8.09671e-09,0.999974
1708857506639367,-4.82372e-06,-1,-1.9553e-09,1,-4.82372e-06,0.000541567,-0.000541567,6.57072e-10,1
1708857506649002,-4.44015e-06,-1,-3.07254e-08,0.999965,-4.44025e-06,0.00836801,-0.00836801,6.43086e-09,0.999965
1708857506659270,-4.52358e-06,-1,-5.9234e-08,0.99987,-4.52394e-06,0.0161326,-0.0161326,1.37508e-08,0.99987
1708857506669316,-6.06902e-06,-1,-8.76876e-08,0.999715,-6.06938e-06,0.0238937,-0.0238937,5.73489e-08,0.999715
1708857506679497,-5.02556e-06,-1,-1.16326e-07,0.999498,-5.02673e-06,0.0316803,-0.0316803,4.2944e-08,0.999498
1708857506689107,-4.65313e-06,-1,-1.44584e-07,0.999225,-4.65521e-06,0.0393701,-0.0393701,3.87226e-08,0.999225
1708857506699192,-4.6519e-06,-1,-1.72952e-07,0.998891,-4.65489e-06,0.0470885,-0.0470885,4.62913e-08,0.998891
1708857506709419,-4.33876e-06,-1,-2.01285e-07,0.998497,-4.34328e-06,0.0548013,-0.0548013,3.67879e-08,0.998497
1708857506719035,-5.18796e-06,-1,-2.29395e-07,0.998048,-5.19216e-06,0.0624589,-0.0624589,9.50879e-08,0.998048
1708857506729437,-5.77336e-06,-1,-2.58e-07,0.99753,-5.77722e-06,0.0702476,-0.0702476,1.48202e-07,0.99753
1708857506739215,-4.74062e-06,-1,-2.86307e-07,0.996957,-4.74851e-06,0.0779534,-0.0779534,8.41113e-08,0.996957
1708857506749370,-4.13914e-06,-1,-3.14766e-07,0.996321,-4.15088e-06,0.0856947,-0.0856947,4.10939e-08,0.996321
1708857506759045,-4.71166e-06,-1,-3.43258e-07,0.995623,-4.72312e-06,0.0934578,-0.0934578,9.85855e-08,0.995623
1708857506769112,-4.70885e-06,-1,-3.71953e-07,0.994859,-4.72231e-06,0.101272,-0.101272,1.06835e-07,0.994859
1708857506779328,-4.99334e-06,-1,-4.01583e-07,0.994005,-5.00732e-06,0.109336,-0.109336,1.46775e-07,0.994005
1708857506788945,-4.89417e-06,-1,-4.3094e-07,0.993093,-4.91093e-06,0.117332,-0.117332,1.46278e-07,0.993093
1708857506799039,-4.42331e-06,-1,-4.60518e-07,0.992109,-4.44615e-06,0.125375,-0.125375,9.76877e-08,0.992109
1708857506809153,-4.10775e-06,-1,-4.90172e-07,0.991056,-4.13642e-06,0.133446,-0.133446,6.23754e-08,0.991056
1708857506819380,-5.55372e-06,-1,-5.19349e-07,0.989952,-5.57135e-06,0.141401,-0.141401,2.71173e-07,0.989952
1708857506829077,-5.30976e-06,-1,-5.4868e-07,0.98878,-5.33214e-06,0.149376,-0.149376,2.50627e-07,0.98878
1708857506839232,-4.13094e-06,-1,-5.76958e-07,0.987587,-4.17029e-06,0.157073,-0.157073,7.90641e-08,0.987587
1708857506849263,-4.22235e-06,-1,-6.05104e-07,0.986338,-4.26434e-06,0.164733,-0.164733,9.87238e-08,0.986338
1708857506859428,-4.48111e-06,-1,-6.33176e-07,0.985031,-4.52318e-06,0.172376,-0.172376,1.48737e-07,0.985031
1708857506869288,-5.81834e-06,-1,-6.60744e-07,0.983688,-5.84228e-06,0.179885,-0.179885,3.96668e-07,0.983688
1708857506879194,-5.83719e-06,-1,-6.88641e-07,0.982269,-5.86279e-06,0.187477,-0.187477,4.17908e-07,0.982269
1708857506889341,-4.84906e-06,-1,-7.16116e-07,0.980811,-4.89563e-06,0.194961,-0.194961,2.43003e-07,0.980811
1708857506899059,-3.59712e-06,-1,-7.43768e-07,0.979285,-3.67321e-06,0.202485,-0.202485,5.55112e-17,0.979285
1708857506909252,-3.71113e-06,-1,-7.71623e-07,0.977687,-3.79041e-06,0.210068,-0.210068,2.51834e-08,0.977687
1708857506919127,-5.22706e-06,-1,-7.98992e-07,0.976056,-5.2757e-06,0.21752,-0.21752,3.57132e-07,0.976056
1708857506929244,-5.98784e-06,-1,-8.26791e-07,0.974338,-6.02029e-06,0.22509,-0.22509,5.42232e-07,0.974338
1708857506939396,-5.38196e-06,-1,-8.5458e-07,0.972558,-5.4331e-06,0.232662,-0.232662,4.21052e-07,0.972558
1708857506949445,-3.74528e-06,-1,-8.82939e-07,0.970681,-3.8477e-06,0.240373,-0.240373,4.32116e-08,0.970681
1708857506959234,-3.85793e-06,-1,-9.11646e-07,0.968712,-3.96348e-06,0.248188,-0.248188,7.43698e-08,0.968712
1708857506969416,-4.78525e-06,-1,-9.39778e-07,0.966717,-4.86642e-06,0.255849,-0.255849,3.15803e-07,0.966717
1708857506979093,-6.3235e-06,-1,-9.68647e-07,0.964604,-6.35511e-06,0.263702,-0.263702,7.33161e-07,0.964604
1708857506989229,-4.87743e-06,-1,-9.97129e-07,0.962449,-4.96496e-06,0.271463,-0.271463,3.64357e-07,0.962449
1708857506998912,-4.56976e-06,-1,-1.02568e-06,0.960224,-4.67439e-06,0.279232,-0.279232,2.91138e-07,0.960224
1708857507009141,-4.6694e-06,-1,-1.05353e-06,0.957987,-4.77539e-06,0.28681,-0.28681,3.29966e-07,0.957987
1708857507019290,-5.81161e-06,-1,-1.08091e-06,0.955725,-5.87237e-06,0.294261,-0.294261,6.77082e-07,0.955725
1708857507029339,-5.51539e-06,-1,-1.10844e-06,0.953386,-5.59277e-06,0.301754,-0.301754,6.07521e-07,0.953386
1708857507039001,-3.87667e-06,-1,-1.1357e-06,0.951002,-4.03787e-06,0.309186,-0.309186,1.18555e-07,0.951002
1708857507049056,-3.60403e-06,-1,-1.16325e-06,0.948531,-3.78692e-06,0.316685,-0.316685,3.79648e-08,0.948531
1708857507059387,-3.7745e-06,-1,-1.19074e-06,0.945999,-3.95667e-06,0.324169,-0.324169,9.71375e-08,0.945999
1708857507069463,-6.42551e-06,-1,-1.21791e-06,0.943435,-6.46586e-06,0.331558,-0.331558,9.81414e-07,0.943435
1708857507079080,-6.31994e-06,-1,-1.24531e-06,0.94078,-6.36785e-06,0.339019,-0.339019,9.7101e-07,0.94078
1708857507089386,-4.11683e-06,-1,-1.2725e-06,0.938077,-4.30273e-06,0.346427,-0.346427,2.32478e-07,0.938077
1708857507099361,-3.81889e-06,-1,-1.30008e-06,0.935271,-4.03184e-06,0.353933,-0.353933,1.35706e-07,0.935271
1708857507109070,-4.65924e-06,-1,-1.32751e-06,0.932411,-4.82409e-06,0.361399,-0.361399,4.46054e-07,0.932411
1708857507119159,-5.90724e-06,-1,-1.35401e-06,0.929585,-5.99038e-06,0.368609,-0.368609,9.18787e-07,0.929585
1708857507129241,-5.4173e-06,-1,-1.38061e-06,0.926681,-5.53901e-06,0.375848,-0.375848,7.56695e-07,0.926681
1708857507139283,-3.99253e-06,-1,-1.40663e-06,0.923773,-4.22685e-06,0.382941,-0.382941,2.29499e-07,0.923773
1708857507149465,-3.95746e-06,-1,-1.43291e-06,0.920775,-4.2029e-06,0.390094,-0.390094,2.24388e-07,0.920775
1708857507159112,-4.52145e-06,-1,-1.45922e-06,0.917709,-4.72906e-06,0.397253,-0.397253,4.57015e-07,0.917709
1708857507169269,-6.16387e-06,-1,-1.48537e-06,0.914596,-6.23809e-06,0.404368,-0.404368,1.13396e-06,0.914596
1708857507179403,-5.45695e-06,-1,-1.51173e-06,0.911389,-5.59555e-06,0.411547,-0.411547,8.68016e-07,0.911389
1708857507189081,-4.89391e-06,-1,-1.53767e-06,0.908165,-5.08816e-06,0.418613,-0.418613,6.52201e-07,0.908165
1708857507199262,-3.92307e-06,-1,-1.56371e-06,0.904862,-4.21552e-06,0.425704,-0.425704,2.5512e-07,0.904862
1708857507209307,-4.77322e-06,-1,-1.59019e-06,0.90144,-4.99117e-06,0.432904,-0.432904,6.32883e-07,0.90144
1708857507219129,-6.10292e-06,-1,-1.61625e-06,0.898004,-6.19158e-06,0.439988,-0.439988,1.23382e-06,0.898004
1708857507229450,-5.29904e-06,-1,-1.64232e-06,0.894487,-5.4742e-06,0.447095,-0.447095,9.00141e-07,0.894487
1708857507239109,-4.35123e-06,-1,-1.66802e-06,0.89095,-4.63418e-06,0.454101,-0.454101,4.89774e-07,0.89095
1708857507249228,-4.60163e-06,-1,-1.69366e-06,0.887363,-4.86421e-06,0.461072,-0.461072,6.1879e-07,0.887363
1708857507259025,-4.9958e-06,-1,-1.71907e-06,0.883733,-5.21947e-06,0.467992,-0.467992,8.18796e-07,0.883733
1708857507269249,-5.62955e-06,-1,-1.74423e-06,0.880072,-5.78264e-06,0.474839,-0.474839,1.13808e-06,0.880072
1708857507279469,-5.12412e-06,-1,-1.77014e-06,0.87623,-5.34292e-06,0.481894,-0.481894,9.18234e-07,0.87623
1708857507289032,-3.87553e-06,-1,-1.79554e-06,0.872386,-4.25865e-06,0.488818,-0.488818,3.28028e-07,0.872386
1708857507299367,-4.52027e-06,-1,-1.82115e-06,0.868447,-4.82851e-06,0.495782,-0.495782,6.59497e-07,0.868447
1708857507309398,-4.43367e-06,-1,-1.84665e-06,0.864447,-4.76103e-06,0.502724,-0.502724,6.32583e-07,0.864447
1708857507319286,-6.02468e-06,-1,-1.872e-06,0.860398,-6.13763e-06,0.509623,-0.509623,1.45965e-06,0.860398
1708857507329235,-4.87078e-06,-1,-1.89779e-06,0.856202,-5.15085e-06,0.516642,-0.516642,8.91558e-07,0.856202
1708857507339327,-3.81302e-06,-1,-1.92252e-06,0.852095,-4.25528e-06,0.523387,-0.523387,3.57517e-07,0.852095
1708857507349480,-4.16928e-06,-1,-1.94704e-06,0.847965,-4.56744e-06,0.530053,-0.530053,5.58913e-07,0.847965
1708857507359140,-4.8253e-06,-1,-1.97122e-06,0.84382,-5.12949e-06,0.536627,-0.536627,9.26038e-07,0.84382
1708857507369333,-5.48132e-06,-1,-1.99474e-06,0.839718,-5.68595e-06,0.543022,-0.543022,1.30146e-06,0.839718
1708857507379089,-4.603e-06,-1,-2.01836e-06,0.835517,-4.9549e-06,0.549464,-0.549464,8.42808e-07,0.835517
1708857507389162,-4.01243e-06,-1,-2.04142e-06,0.83135,-4.47025e-06,0.555749,-0.555749,5.32772e-07,0.83135
1708857507399371,-3.99669e-06,-1,-2.06481e-06,0.827065,-4.46616e-06,0.562107,-0.562107,5.38836e-07,0.827065
1708857507409043,-4.28022e-06,-1,-2.08834e-06,0.822677,-4.70848e-06,0.568509,-0.568509,7.15312e-07,0.822677
1708857507419224,-5.97795e-06,-1,-2.11154e-06,0.818313,-6.10549e-06,0.574772,-0.574772,1.70806e-06,0.818313
1708857507429389,-5.00235e-06,-1,-2.13541e-06,0.813713,-5.31172e-06,0.581266,-0.581266,1.17008e-06,0.813713
1708857507439221,-4.21829e-06,-1,-2.15892e-06,0.809089,-4.68174e-06,0.587686,-0.587686,7.32266e-07,0.809089
1708857507449424,-3.91317e-06,-1,-2.18284e-06,0.804327,-4.44448e-06,0.594187,-0.594187,5.69438e-07,0.804327
1708857507459051,-3.79952e-06,-1,-2.2068e-06,0.799473,-4.36324e-06,0.600702,-0.600702,5.18103e-07,0.799473
1708857507469204,-5.69929e-06,-1,-2.23066e-06,0.794667,-5.88314e-06,0.607045,-0.607045,1.6871e-06,0.794667
1708857507479202,-4.71033e-06,-1,-2.25393e-06,0.789711,-5.10253e-06,0.613479,-0.613479,1.10974e-06,0.789711
1708857507489377,-3.35054e-06,-1,-2.27603e-06,0.78491,-4.04012e-06,0.619609,-0.619609,2.89546e-07,0.78491
1708857507499224,-4.32746e-06,-1,-2.29853e-06,0.780086,-4.81392e-06,0.625672,-0.625672,9.14514e-07,0.780086
1708857507509396,-5.00452e-06,-1,-2.3208e-06,0.775193,-5.34557e-06,0.631725,-0.631725,1.36241e-06,0.775193
1708857507519008,-5.32223e-06,-1,-2.34249e-06,0.770321,-5.59353e-06,0.637656,-0.637656,1.58928e-06,0.770321
1708857507529238,-4.44059e-06,-1,-2.36483e-06,0.765217,-4.92042e-06,0.643773,-0.643773,1.04912e-06,0.765217
1708857507539380,-3.94297e-06,-1,-2.38628e-06,0.760222,-4.54782e-06,0.649663,-0.649663,7.47496e-07,0.760222
1708857507548978,-4.58342e-06,-1,-2.40774e-06,0.755161,-5.03959e-06,0.655539,-0.655539,1.18638e-06,0.755161
1708857507559493,-4.67263e-06,-1,-2.42897e-06,0.750083,-5.11124e-06,0.661344,-0.661344,1.26828e-06,0.750083
1708857507568998,-5.15732e-06,-1,-2.44997e-06,0.744961,-5.47639e-06,0.667108,-0.667108,1.61535e-06,0.744961
1708857507579308,-4.65839e-06,-1,-2.47168e-06,0.739656,-5.10901e-06,0.672985,-0.672985,1.30683e-06,0.739656
1708857507589046,-4.13573e-06,-1,-2.49281e-06,0.734393,-4.72918e-06,0.678725,-0.678725,9.76321e-07,0.734393
1708857507599244,-3.64862e-06,-1,-2.51403e-06,0.729027,-4.38075e-06,0.684485,-0.684485,6.6463e-07,0.729027
1708857507609494,-3.99994e-06,-1,-2.53522e-06,0.723558,-4.64415e-06,0.690264,-0.690264,9.26635e-07,0.723558
1708857507619221,-4.67553e-06,-1,-2.55543e-06,0.718235,-5.13619e-06,0.6958,-0.6958,1.41784e-06,0.718235
1708857507628981,-4.9192e-06,-1,-2.57589e-06,0.712773,-5.31299e-06,0.701395,-0.701395,1.61428e-06,0.712773
1708857507639285,-4.03661e-06,-1,-2.59593e-06,0.707409,-4.69035e-06,0.706804,-0.706804,1.01671e-06,0.707409
1708857507648997,-4.13631e-06,-1,-2.61601e-06,0.701916,-4.76662e-06,0.71226,-0.71226,1.10991e-06,0.701916
1708857507659301,-3.82812e-06,-1,-2.63616e-06,0.696317,-4.55764e-06,0.717735,-0.717735,9.1197e-07,0.696317
1708857507669481,-4.28671e-06,-1,-2.65594e-06,0.690687,-4.88143e-06,0.723153,-0.723153,1.26552e-06,0.690687
1708857507679180,-4.06137e-06,-1,-2.67652e-06,0.684786,-4.73167e-06,0.728744,-0.728744,1.12686e-06,0.684786
1708857507689206,-4.21952e-06,-1,-2.69668e-06,0.678902,-4.84462e-06,0.734229,-0.734229,1.26732e-06,0.678902
1708857507699383,-3.90981e-06,-1,-2.71708e-06,0.672889,-4.64081e-06,0.739744,-0.739744,1.06396e-06,0.672889
1708857507709082,-3.70772e-06,-1,-2.73728e-06,0.666818,-4.51225e-06,0.74522,-0.74522,9.378e-07,0.666818
1708857507719142,-4.6441e-06,-1,-2.7571e-06,0.660734,-5.13805e-06,0.75062,-0.75062,1.66425e-06,0.660734
1708857507729299,-4.50161e-06,-1,-2.77697e-06,0.654584,-5.04605e-06,0.755989,-0.755989,1.58541e-06,0.654584
1708857507739501,-4.13217e-06,-1,-2.79581e-06,0.648615,-4.80812e-06,0.761117,-0.761117,1.33166e-06,0.648615
1708857507748978,-4.27764e-06,-1,-2.81475e-06,0.642551,-4.90539e-06,0.766243,-0.766243,1.46909e-06,0.642551
1708857507759134,-3.58454e-06,-1,-2.83301e-06,0.636556,-4.46667e-06,0.77123,-0.77123,9.61135e-07,0.636556
1708857507769500,-4.52145e-06,-1,-2.85098e-06,0.630622,-5.06394e-06,0.77609,-0.77609,1.71117e-06,0.630622
1708857507779145,-4.14004e-06,-1,-2.86867e-06,0.624627,-4.82619e-06,0.780923,-0.780923,1.44121e-06,0.624627
1708857507789396,-3.6991e-06,-1,-2.88557e-06,0.618804,-4.55577e-06,0.785545,-0.785545,1.12021e-06,0.618804
1708857507799136,-4.19222e-06,-1,-2.90306e-06,0.612746,-4.863e-06,0.79028,-0.79028,1.53419e-06,0.612746
1708857507809394,-3.45049e-06,-1,-2.92033e-06,0.606612,-4.41476e-06,0.794998,-0.794998,9.71626e-07,0.606612
1708857507819227,-4.02752e-06,-1,-2.93714e-06,0.600542,-4.76721e-06,0.799593,-0.799593,1.4565e-06,0.600542
1708857507829339,-4.21993e-06,-1,-2.95448e-06,0.594204,-4.88383e-06,0.804315,-0.804315,1.63859e-06,0.594204
1708857507839025,-3.78931e-06,-1,-2.97137e-06,0.587912,-4.6314e-06,0.808925,-0.808925,1.31836e-06,0.587912
1708857507849179,-4.32892e-06,-1,-2.98859e-06,0.581437,-4.94848e-06,0.813592,-0.813592,1.7843e-06,0.581437
1708857507858988,-3.57391e-06,-1,-3.00545e-06,0.574939,-4.51383e-06,0.818196,-0.818196,1.19621e-06,0.574939
1708857507869217,-4.12588e-06,-1,-3.02163e-06,0.568597,-4.8316e-06,0.822616,-0.822616,1.67592e-06,0.568597
1708857507879405,-3.98169e-06,-1,-3.03828e-06,0.561981,-4.75075e-06,0.82715,-0.82715,1.586e-06,0.561981
1708857507889153,-3.50263e-06,-1,-3.05422e-06,0.555535,-4.4854e-06,0.831493,-0.831493,1.21569e-06,0.555535
1708857507899235,-4.07776e-06,-1,-3.07026e-06,0.548975,-4.80483e-06,0.835838,-0.835838,1.72285e-06,0.548975
1708857507909020,-3.5504e-06,-1,-3.08595e-06,0.542406,-4.51831e-06,0.840116,-0.840116,1.30891e-06,0.542406
1708857507919206,-3.96994e-06,-1,-3.10115e-06,0.535926,-4.74578e-06,0.844265,-0.844265,1.68969e-06,0.535926
1708857507929281,-4.46065e-06,-1,-3.11667e-06,0.529213,-5.0051e-06,0.848489,-0.848489,2.13543e-06,0.529213
1708857507939279,-3.38177e-06,-1,-3.13159e-06,0.522629,-4.43728e-06,0.85256,-0.85256,1.2465e-06,0.522629
1708857507949492,-3.90811e-06,-1,-3.14688e-06,0.515816,-4.7118e-06,0.8567,-0.8567,1.72486e-06,0.515816
1708857507959061,-2.9242e-06,-1,-3.16179e-06,0.509002,-4.20998e-06,0.860766,-0.860766,9.07693e-07,0.509002
1708857507969255,-4.0501e-06,-1,-3.17622e-06,0.502298,-4.78082e-06,0.864694,-0.864694,1.90668e-06,0.502298
1708857507979423,-4.02475e-06,-1,-3.1908e-06,0.4954,-4.7656e-06,0.868665,-0.868665,1.91544e-06,0.4954
1708857507989504,-3.47269e-06,-1,-3.2048e-06,0.488643,-4.49305e-06,0.872484,-0.872484,1.46386e-06,0.488643
1708857507999279,-3.49546e-06,-1,-3.21884e-06,0.481781,-4.50469e-06,0.876292,-0.876292,1.51227e-06,0.481781
1708857508009479,-3.49394e-06,-1,-3.23266e-06,0.474862,-4.50407e-06,0.88006,-0.88006,1.53981e-06,0.474862
1708857508019084,-3.8162e-06,-1,-3.24609e-06,0.467987,-4.65462e-06,0.883735,-0.883735,1.85338e-06,0.467987
1708857508029279,-3.9222e-06,-1,-3.25971e-06,0.460929,-4.70064e-06,0.887437,-0.887437,1.97821e-06,0.460929
1708857508039440,-3.41747e-06,-1,-3.27271e-06,0.454044,-4.4676e-06,0.890979,-0.890979,1.55894e-06,0.454044
1708857508048991,-3.45161e-06,-1,-3.28577e-06,0.447035,-4.48217e-06,0.894516,-0.894516,1.61867e-06,0.447035
1708857508059234,-2.67079e-06,-1,-3.29851e-06,0.440014,-4.13722e-06,0.897991,-0.897991,9.46955e-07,0.440014
1708857508068956,-3.46022e-06,-1,-3.31087e-06,0.433075,-4.48281e-06,0.901358,-0.901358,1.68504e-06,0.433075
1708857508079239,-3.96151e-06,-1,-3.32332e-06,0.425963,-4.6942e-06,0.904741,-0.904741,2.16853e-06,0.425963
1708857508089398,-3.44514e-06,-1,-3.33496e-06,0.419141,-4.47188e-06,0.907921,-0.907921,1.7301e-06,0.419141
1708857508099405,-3.71907e-06,-1,-3.34672e-06,0.412181,-4.58214e-06,0.911102,-0.911102,2.009e-06,0.412181
1708857508109062,-3.33394e-06,-1,-3.35824e-06,0.405171,-4.42105e-06,0.914241,-0.914241,1.68736e-06,0.405171
1708857508119255,-3.30853e-06,-1,-3.36929e-06,0.398254,-4.4082e-06,0.917275,-0.917275,1.693e-06,0.398254
1708857508129517,-3.16202e-06,-1,-3.3808e-06,0.391004,-4.34801e-06,0.920389,-0.920389,1.58838e-06,0.391004
1708857508139113,-3.50757e-06,-1,-3.39163e-06,0.383965,-4.47844e-06,0.923348,-0.923348,1.93644e-06,0.383965
1708857508149269,-3.5058e-06,-1,-3.40233e-06,0.376932,-4.47283e-06,0.926241,-0.926241,1.96477e-06,0.376932
1708857508159112,-2.94044e-06,-1,-3.41274e-06,0.369875,-4.25831e-06,0.929082,-0.929082,1.46962e-06,0.369875
