t,fx,fy,fz,tx,ty,tz
1708857505045473,1.60726,-0.626185,8.06235,0.41308,-0.973539,-0.149911
1708857505046898,-0.245211,-0.807467,7.77428,0.424307,-1.1054,-0.146179
1708857505048329,-1.14576,-1.13911,7.43867,0.439542,-1.12176,-0.149148
1708857505049760,-2.54858,-0.650407,7.88631,0.402209,-1.24153,-0.145225
1708857505051200,-1.93279,-1.1392,7.92795,0.439456,-1.1925,-0.144778
1708857505052634,-0.842555,-1.57339,7.8653,0.463245,-1.13043,-0.148087
1708857505054049,-0.109534,-1.71598,7.70729,0.462865,-1.08559,-0.151866
1708857505055484,-0.05483,-1.52706,7.2858,0.459041,-1.06657,-0.15143
1708857505056915,-1.33061,-0.691839,7.57483,0.416416,-1.15762,-0.147689
1708857505058360,-1.51539,-0.53505,7.22796,0.396922,-1.16129,-0.152966
1708857505059789,-1.07617,-0.628659,8.06429,0.422201,-1.16281,-0.146098
1708857505061219,0.236484,-0.704791,7.98403,0.402444,-1.08469,-0.146771
1708857505062681,1.60489,-1.47726,7.99121,0.467114,-1.00253,-0.149127
1708857505064094,1.93676,-1.02437,7.44132,0.441428,-0.98876,-0.148356
1708857505065508,1.59062,-0.229862,7.44484,0.385451,-0.99001,-0.146641
1708857505066945,0.27834,0.306562,7.36405,0.363636,-1.07421,-0.144651
1708857505068382,-0.157893,-0.058346,7.26305,0.371718,-1.10993,-0.151784
1708857505069825,-0.068328,-0.403717,8.23381,0.403687,-1.10469,-0.149011
1708857505071249,0.954499,-1.14086,8.04133,0.440647,-1.05319,-0.146674
1708857505072677,1.94258,-1.57519,7.95028,0.46083,-0.989743,-0.148462
1708857505074126,2.10055,-1.17678,7.34217,0.444624,-0.980896,-0.148419
1708857505075553,1.72144,-0.545588,6.98248,0.407583,-0.980076,-0.143869
1708857505076979,0.050747,-0.196208,6.88402,0.378963,-1.09124,-0.141015
1708857505078403,-0.460366,-1.26716,6.90062,0.443359,-1.1132,-0.145939
1708857505079868,-0.795919,-1.53966,7.16538,0.455119,-1.14723,-0.152477
1708857505081272,0.129902,-1.59888,7.71687,0.454058,-1.0894,-0.148418
1708857505082743,0.980413,-2.22973,6.8281,0.508696,-1.02734,-0.150799
1708857505084123,0.810067,-1.14728,6.88863,0.433976,-1.05475,-0.148885
1708857505085615,0.730498,-0.524931,6.79864,0.398201,-1.03313,-0.144932
1708857505087013,-0.06842,-0.922507,6.7023,0.425368,-1.10246,-0.145516
1708857505088470,-0.080717,-1.13302,7.30503,0.437018,-1.09348,-0.146212
1708857505089882,-0.047514,-1.21871,7.50258,0.437084,-1.11037,-0.147486
1708857505091342,1.00479,-1.21454,7.52011,0.449948,-1.05698,-0.150745
1708857505092756,2.31131,-0.908941,7.05017,0.431214,-0.956776,-0.145443
1708857505094171,2.09118,-0.052763,7.20974,0.378283,-0.99351,-0.147918
1708857505095586,1.80177,-0.247902,6.75198,0.390307,-0.967856,-0.150575
1708857505097018,0.138505,-0.690751,7.03861,0.412957,-1.09447,-0.145674
1708857505098470,-0.264484,-0.524853,7.49252,0.407217,-1.09971,-0.147624
1708857505099904,-0.671288,-0.816282,7.40327,0.413736,-1.13827,-0.151759
1708857505101335,-0.202962,-1.38692,7.1548,0.463828,-1.10374,-0.145795
1708857505102748,0.285593,-0.618906,6.87073,0.401664,-1.06477,-0.151568
1708857505104204,0.014992,-0.808945,6.56898,0.414022,-1.07904,-0.149251
1708857505105618,-0.83611,-1.07716,6.47667,0.443683,-1.11827,-0.145701
1708857505107058,-1.70389,-0.891999,6.77346,0.415054,-1.16571,-0.146718
1708857505108485,-2.25226,-1.53235,7.12033,0.455945,-1.20748,-0.146279
1708857505109961,-2.1885,-1.51464,7.36599,0.464909,-1.19795,-0.145317
1708857505111397,-1.311,-1.21173,7.52445,0.433457,-1.16768,-0.145595
1708857505112828,0.122883,-1.59305,7.3588,0.461771,-1.07585,-0.14908
1708857505114276,0.624593,-1.20367,7.26633,0.432942,-1.05458,-0.151205
1708857505115682,0.762262,-1.27507,7.12514,0.438889,-1.02143,-0.147777
1708857505117115,-0.722625,-1.31882,7.25308,0.455709,-1.12926,-0.14807
1708857505118522,-0.831585,-0.177178,7.57358,0.378557,-1.1402,-0.148432
1708857505119976,-0.266792,-0.565934,7.6219,0.40919,-1.11422,-0.144035
1708857505121427,0.814962,-0.665847,7.69461,0.417907,-1.06036,-0.145681
1708857505122851,1.99114,-0.533798,7.82499,0.39185,-0.977155,-0.146485
1708857505124277,1.88751,-1.09755,7.39856,0.453385,-1.00189,-0.149377
1708857505125699,1.72566,-0.504108,7.16809,0.401718,-0.980246,-0.145788
1708857505127129,0.481661,-0.020956,7.39058,0.377017,-1.06945,-0.144234
1708857505128557,-0.180765,-0.429527,6.80252,0.406591,-1.09364,-0.14999
1708857505129980,-0.922848,-0.379263,7.32401,0.386554,-1.14767,-0.149999
1708857505131424,-0.623212,-1.28587,6.97656,0.453062,-1.12782,-0.148851
1708857505132837,0.189737,-1.12654,6.92544,0.43752,-1.07188,-0.148413
1708857505134287,-0.039174,-0.887569,7.23062,0.414145,-1.09499,-0.15072
1708857505135709,0.122245,-1.60613,6.39009,0.475097,-1.05748,-0.146808
1708857505137139,-1.01141,-0.614949,7.04377,0.405823,-1.15485,-0.143801
1708857505138562,-0.526892,-0.651782,7.14073,0.402705,-1.12745,-0.151044
1708857505139996,0.604547,-1.71398,6.72713,0.479352,-1.06235,-0.149688
1708857505141449,1.46494,-1.43512,7.1289,0.452076,-1.02173,-0.145371
1708857505142872,1.86082,-1.24376,6.98331,0.436594,-0.975339,-0.148824
1708857505144286,0.915383,-1.16921,6.73273,0.448078,-1.0584,-0.148373
1708857505145719,0.828659,-0.623356,6.63314,0.407645,-1.02602,-0.139858
1708857505147219,-0.285678,-0.190138,6.74001,0.384562,-1.12523,-0.144569
1708857505148632,0.190164,-0.399679,6.74868,0.3919,-1.09112,-0.151573
1708857505150080,1.10243,-1.09182,7.07784,0.433606,-1.04168,-0.147516
1708857505151531,2.03395,-1.03663,6.98364,0.442405,-1.00135,-0.14971
1708857505152903,2.95071,-0.534457,6.83637,0.40044,-0.926845,-0.150927
1708857505154365,2.03398,-0.610009,6.16811,0.417897,-0.972319,-0.149065
1708857505155807,0.60519,-0.453837,6.16615,0.406844,-1.04949,-0.148009
1708857505157217,-0.735448,0.006863,6.23994,0.36304,-1.13149,-0.146363
1708857505158626,-1.39123,-1.16797,6.68,0.449161,-1.17142,-0.143424
1708857505160065,-1.02743,-1.23321,6.66624,0.439909,-1.14438,-0.148181
1708857505161524,-0.302433,-1.42813,6.57669,0.451492,-1.11914,-0.150178
1708857505162918,0.673679,-1.58445,6.17783,0.467944,-1.03435,-0.146835
1708857505164347,0.346194,-0.643944,6.09046,0.398749,-1.07447,-0.149529
1708857505165794,-0.240542,-1.21259,6.05898,0.448836,-1.08454,-0.147216
1708857505167228,-1.20993,-0.975115,6.391,0.419024,-1.16267,-0.151785
1708857505168646,-0.752176,-1.21771,6.84125,0.43752,-1.12407,-0.150452
1708857505170087,-0.68038,-2.01406,6.7389,0.490114,-1.13638,-0.148577
1708857505171520,0.489529,-1.20627,7.00982,0.44057,-1.07563,-0.147832
1708857505172956,1.44067,-0.723757,6.60813,0.407309,-0.999956,-0.147492
1708857505174379,1.15312,-1.03465,6.29375,0.435423,-1.04116,-0.147755
1708857505175804,1.01659,-0.487944,6.54366,0.400824,-1.00011,-0.144802
1708857505177255,-0.862052,-0.677898,7.0262,0.404406,-1.15907,-0.149802
1708857505178699,-0.673057,-1.3937,6.7117,0.46739,-1.10148,-0.148996
1708857505180105,-1.59274,-0.500197,7.07433,0.394394,-1.19565,-0.14609
1708857505181543,-0.535921,-0.743315,6.70773,0.425764,-1.1135,-0.143848
1708857505182985,-0.114686,-0.55243,6.28503,0.401624,-1.08294,-0.148957
1708857505184417,0.011551,-0.53132,6.7196,0.403328,-1.09322,-0.148677
1708857505185877,-0.177889,-1.02075,6.66404,0.435291,-1.06129,-0.145373
1708857505187268,-1.5648,-1.01057,7.08976,0.42957,-1.19588,-0.152406
1708857505188715,-1.08425,-1.07838,7.20539,0.43554,-1.12394,-0.14671
1708857505190150,-1.11695,-0.810506,7.50009,0.417792,-1.18919,-0.148492
1708857505191584,1.63049,-1.16649,7.32013,0.43813,-0.990838,-0.149158
1708857505192998,2.01993,-1.50869,7.31176,0.459459,-1.00333,-0.14829
1708857505194435,2.87505,-1.37527,6.8739,0.445213,-0.921014,-0.150473
1708857505195874,1.63119,-1.3215,6.55375,0.448468,-0.995841,-0.150165
1708857505197303,0.232744,-0.64954,6.76168,0.418113,-1.08658,-0.147444
1708857505198763,-0.433991,-0.112843,7.03301,0.381095,-1.11528,-0.150894
1708857505200168,-0.249247,-0.852342,7.14806,0.425243,-1.13133,-0.144701
1708857505201613,1.3887,-1.09905,7.2088,0.434436,-1.01161,-0.148705
1708857505203064,1.76387,-1.43626,6.71294,0.453985,-1.01405,-0.152237
1708857505204479,1.89202,-1.48228,6.24456,0.470956,-0.950386,-0.14863
1708857505205920,-0.113921,0.092381,6.36413,0.361244,-1.11224,-0.145845
1708857505207363,-0.586614,-0.119151,5.8797,0.379931,-1.09611,-0.148302
1708857505208797,-1.83356,-0.361823,6.44695,0.408654,-1.21826,-0.1425
1708857505210233,-0.497182,-0.448436,6.99047,0.385717,-1.1094,-0.145692
1708857505211651,0.254598,-1.83103,6.8092,0.484399,-1.0998,-0.155126
1708857505213088,1.83271,-1.61606,6.33898,0.469033,-0.985994,-0.149035
1708857505214520,1.59771,-0.14859,6.35511,0.374143,-1.00296,-0.151526
1708857505215961,1.47401,-0.177283,5.88699,0.400328,-1.01619,-0.149496
1708857505217432,1.12247,-0.147967,6.0943,0.373918,-1.03002,-0.146454
1708857505218795,0.842304,-0.811277,6.76999,0.42521,-1.06694,-0.15007
1708857505220226,1.52478,-1.28614,7.05712,0.439685,-1.02761,-0.150182
1708857505221670,2.38494,-1.88252,7.04,0.481462,-0.996871,-0.154395
1708857505223101,3.62394,-1.29036,6.62196,0.449556,-0.890549,-0.147085
1708857505224512,3.06747,-0.289935,6.51875,0.38429,-0.960396,-0.14824
1708857505225983,3.2166,-0.97746,5.84331,0.432413,-0.892463,-0.146935
1708857505227425,1.0799,-1.03694,6.26898,0.421862,-1.06297,-0.148572
1708857505228820,1.03441,-0.999222,6.53907,0.43339,-1.02987,-0.150717
1708857505230268,0.157042,-1.32975,6.70639,0.449638,-1.09797,-0.146585
1708857505231681,0.539859,-1.42901,6.33604,0.456869,-1.08918,-0.149375
1708857505233119,1.53755,-0.537381,6.1529,0.405594,-0.987811,-0.149693
1708857505234541,1.04802,-0.570769,5.82483,0.403248,-1.07374,-0.1519
1708857505235969,1.66538,-0.944383,5.78427,0.432773,-0.950872,-0.149624
1708857505237410,-0.434082,-0.846633,6.06681,0.416828,-1.1683,-0.151708
1708857505238854,0.806332,-0.839185,6.3432,0.422385,-1.01331,-0.147297
1708857505240265,0.044782,-0.758013,6.86208,0.412963,-1.14996,-0.145581
1708857505241700,2.73551,-1.34377,6.25174,0.460884,-0.921986,-0.147321
1708857505243140,2.28405,-0.982681,6.61174,0.427035,-1.00186,-0.146014
1708857505244572,2.81949,-1.19262,5.87551,0.435666,-0.918402,-0.149788
1708857505245998,1.16602,-0.985792,5.66949,0.439183,-1.0261,-0.14753
1708857505247452,0.079878,-0.381676,6.05138,0.389542,-1.10353,-0.145876
1708857505248892,-0.233381,-0.128866,6.43678,0.383386,-1.09474,-0.146414
1708857505250334,-0.189148,-1.17253,6.51471,0.432657,-1.15428,-0.149071
1708857505251777,2.22362,-1.71899,6.7959,0.474108,-0.946533,-0.150938
1708857505253170,1.96087,-1.41686,6.59679,0.437431,-1.03467,-0.15643
1708857505254610,3.27803,-1.95141,5.6631,0.494466,-0.851611,-0.149839
1708857505256040,0.019306,-0.755047,5.58609,0.417626,-1.10689,-0.14739
1708857505257467,-0.853625,-0.08397,5.60717,0.368811,-1.11647,-0.147877
1708857505258925,-2.63897,-0.801043,5.95821,0.430147,-1.23147,-0.141999
1708857505260354,-2.19822,-1.07724,6.31899,0.424932,-1.2307,-0.148085
1708857505261789,-0.598796,-1.8017,6.57912,0.47599,-1.09807,-0.148259
1708857505263181,-0.250557,-1.84345,5.95479,0.479333,-1.13039,-0.154673
1708857505264614,1.16508,-0.822902,5.60385,0.428764,-0.97421,-0.145599
1708857505266051,-1.23899,0.239947,5.66265,0.356588,-1.1812,-0.148794
1708857505267486,-0.17246,0.050014,5.81983,0.368615,-1.08165,-0.148108
1708857505268930,-0.136564,-0.635362,6.61675,0.409122,-1.12295,-0.144936
1708857505270353,1.22174,-1.35573,7.08996,0.452702,-1.02745,-0.14695
1708857505271794,1.89323,-1.6741,7.22154,0.471475,-1.00489,-0.155138
1708857505273231,2.47116,-1.35028,6.42352,0.45574,-0.9714,-0.147568
1708857505274663,2.51603,-0.125565,6.43754,0.379728,-0.933584,-0.14589
1708857505276088,1.32655,0.288277,5.90281,0.357301,-1.03444,-0.147951
1708857505277528,0.432485,-0.562634,6.55613,0.419252,-1.04624,-0.149232
1708857505278981,-0.82379,-1.09649,6.74694,0.426561,-1.17389,-0.153549
1708857505280424,0.483118,-1.69348,6.8582,0.479109,-1.04101,-0.147673
1708857505281834,0.123105,-1.43655,6.65693,0.451924,-1.12256,-0.151166
1708857505283259,1.71178,-0.918203,5.74869,0.420478,-0.96187,-0.151526
1708857505284679,0.065643,-0.737836,5.69764,0.419558,-1.10697,-0.144273
1708857505286108,0.250796,-0.400462,5.51585,0.38827,-1.04505,-0.148517
1708857505287560,-1.41706,-1.06058,6.19105,0.436979,-1.17536,-0.147808
1708857505289002,-1.28521,-1.61066,6.22538,0.467144,-1.16427,-0.145403
1708857505290443,-0.394568,-0.806149,6.95364,0.410535,-1.12116,-0.149861
1708857505291851,1.1034,-1.315,6.18885,0.451481,-1.06824,-0.151599
1708857505293274,3.07378,-0.645556,6.24834,0.411587,-0.899373,-0.147489
1708857505294694,2.60625,-0.433193,5.88811,0.396543,-0.995309,-0.153538
1708857505296164,3.35094,-0.854985,5.51733,0.428331,-0.865809,-0.152873
1708857505297626,1.1237,-0.252801,6.28585,0.395194,-1.08869,-0.147496
1708857505299026,2.12505,-0.242401,6.01682,0.381441,-0.96025,-0.150834
1708857505300430,1.4523,-0.697199,6.51962,0.423527,-1.07437,-0.147399
1708857505301858,3.66076,-0.870713,6.18141,0.421467,-0.888788,-0.150778
1708857505303303,3.02307,-0.796975,6.4969,0.42049,-0.957486,-0.149489
1708857505304734,3.32582,-1.58954,5.38983,0.471258,-0.909679,-0.153055
1708857505306154,1.97338,-0.973078,5.39145,0.434599,-0.958599,-0.147628
1708857505307593,-0.24838,-0.43041,5.67002,0.390703,-1.15488,-0.150904
1708857505309040,0.276694,-0.948385,5.00675,0.427988,-1.03169,-0.144996
1708857505310472,-1.14742,-1.08437,5.89447,0.4337,-1.23204,-0.144893
1708857505311885,1.69191,-1.57285,5.20187,0.461612,-0.957463,-0.149004
1708857505313324,0.505537,-1.55485,5.6698,0.455315,-1.11169,-0.148946
1708857505314771,1.98489,-1.78731,4.51618,0.468187,-0.944771,-0.149523
1708857505316219,0.14225,-0.644546,5.07716,0.41165,-1.09478,-0.149418
1708857505317617,0.081329,-0.028795,5.27855,0.364845,-1.12045,-0.149921
1708857505319059,1.6902,-0.972455,5.43271,0.427319,-0.981653,-0.146863
1708857505320489,1.36179,-1.50749,5.91226,0.46947,-1.08215,-0.151576
1708857505321943,3.39981,-1.14986,5.8822,0.426313,-0.878495,-0.154216
1708857505323355,2.2861,-0.938407,6.03519,0.435647,-1.03161,-0.147806
1708857505324780,3.61981,-0.921534,4.83747,0.427273,-0.854859,-0.148368
1708857505326212,1.74961,0.35303,5.97864,0.355321,-1.04895,-0.151806
1708857505327673,2.33353,-0.341985,5.7805,0.394449,-0.953349,-0.147387
1708857505329081,1.33621,-1.37787,6.1736,0.457866,-1.04486,-0.150574
1708857505330514,1.89979,-1.33237,6.11373,0.449673,-1.01809,-0.154771
1708857505331948,2.57729,-1.32106,5.96555,0.44836,-0.935361,-0.144976
1708857505333387,1.38568,-0.859378,5.69503,0.419294,-1.05483,-0.153108
1708857505334807,1.65057,-1.08277,4.76516,0.43538,-0.957416,-0.145901
1708857505336235,-0.717582,-0.812311,5.688,0.418904,-1.17108,-0.147265
1708857505337687,0.158688,-1.16839,5.33329,0.428413,-1.04302,-0.147136
1708857505339116,-1.72533,-1.89453,5.88664,0.486984,-1.22162,-0.151634
1708857505340570,-0.030434,-1.44364,5.58797,0.448321,-1.08927,-0.151798
1708857505341994,0.725189,-0.987708,5.98841,0.426635,-1.06255,-0.149732
1708857505343408,1.56623,-1.13426,5.06396,0.43432,-1.02138,-0.148533
1708857505344862,2.08922,-1.08479,5.13912,0.429726,-0.945457,-0.151739
1708857505346293,0.366512,-0.852265,5.16743,0.430193,-1.08936,-0.152233
1708857505347700,-0.138377,-0.756883,5.31118,0.415742,-1.06328,-0.150623
1708857505349139,-1.73642,-0.431325,5.84813,0.40715,-1.22923,-0.146244
1708857505350608,0.063038,-0.029947,5.68981,0.370371,-1.07474,-0.152633
1708857505352016,0.699475,-0.753664,6.12422,0.415677,-1.09176,-0.149939
1708857505353442,2.559,-0.829633,5.85683,0.421698,-0.930255,-0.150466
1708857505354867,1.8857,-1.35122,5.70099,0.449393,-1.00142,-0.150324
1708857505356298,1.40947,-0.910645,5.059,0.438291,-0.983723,-0.149921
1708857505357750,-1.15048,0.104598,5.40733,0.359401,-1.15915,-0.145939
1708857505359190,-1.67203,-0.075878,5.37865,0.380625,-1.17965,-0.146565
1708857505360624,-1.55261,-0.683571,5.74405,0.41853,-1.17855,-0.148346
1708857505362046,-0.432086,-1.36477,6.33935,0.448661,-1.12972,-0.151596
1708857505363466,0.786622,-1.83716,5.96931,0.471724,-1.02449,-0.153951
1708857505364902,0.366888,-2.04008,5.48779,0.492067,-1.08423,-0.154172
1708857505366321,0.26832,-0.636687,5.12902,0.409763,-1.03133,-0.145921
1708857505367767,-1.81218,0.151858,5.7076,0.364284,-1.22784,-0.150445
1708857505369207,-0.172687,-0.586477,5.94013,0.401018,-1.07447,-0.14552
1708857505370638,-0.015578,-1.55297,6.51528,0.463234,-1.12378,-0.151854
1708857505372048,1.8748,-1.91579,6.58897,0.484328,-0.993829,-0.153076
1708857505373482,2.20793,-1.39407,6.31034,0.457086,-0.96403,-0.147786
1708857505374951,1.55254,-1.02722,5.24806,0.440936,-1.0123,-0.147704
1708857505376378,1.12841,0.618526,5.37902,0.334815,-1.01192,-0.147254
1708857505377789,-0.225432,0.649365,5.72172,0.342043,-1.12422,-0.149458
1708857505379250,0.201136,-0.85629,6.12518,0.428314,-1.07159,-0.147192
1708857505380650,0.040868,-1.17148,6.44775,0.440435,-1.11742,-0.155904
1708857505382104,1.23683,-1.72232,6.21342,0.476492,-1.01509,-0.151765
1708857505383563,0.964398,-0.796401,5.48545,0.4217,-1.04244,-0.147039
1708857505384980,0.507946,-0.257591,4.97751,0.387572,-1.04517,-0.150792
1708857505386411,-0.527349,-0.05569,4.96361,0.376545,-1.12685,-0.14645
1708857505387826,-0.71125,-0.433996,5.57275,0.398962,-1.12444,-0.146104
1708857505389280,-0.375115,-1.65265,6.06506,0.472368,-1.13278,-0.151293
1708857505390683,1.05742,-1.85049,6.33623,0.477439,-1.04829,-0.154117
1708857505392142,2.33665,-1.81882,5.98271,0.475519,-0.987493,-0.152933
1708857505393581,3.61839,-0.96485,5.54387,0.419204,-0.905277,-0.15092
1708857505395016,3.71747,-0.918065,5.01632,0.424617,-0.901147,-0.147853
1708857505396432,2.71487,-0.679065,5.06361,0.410205,-0.945312,-0.15003
1708857505397849,1.29833,-0.676749,5.68894,0.417226,-1.04996,-0.146525
1708857505399286,1.40072,-1.35092,5.66678,0.442374,-1.02613,-0.149998
1708857505400719,1.97702,-1.49299,6.08672,0.466367,-1.02618,-0.14608
1708857505402131,3.05243,-0.84517,5.66548,0.417933,-0.926583,-0.15361
1708857505403579,2.78928,-0.986999,5.42664,0.431566,-0.973615,-0.151894
1708857505405003,2.7766,-1.03802,4.59093,0.440028,-0.915421,-0.149277
1708857505406439,0.649644,-0.087686,5.41459,0.375243,-1.093,-0.148602
1708857505407861,0.901058,-0.50062,5.18581,0.404171,-1.03432,-0.145277
1708857505409306,0.358727,-1.51886,5.36012,0.466009,-1.09159,-0.148312
1708857505410762,1.20813,-0.833205,5.87125,0.416802,-1.05753,-0.152644
1708857505412207,2.22959,-1.03136,5.12876,0.429105,-0.966352,-0.149147
1708857505413615,2.48583,-1.39748,4.87276,0.461085,-0.989137,-0.148764
1708857505415025,2.72008,-0.433995,4.47846,0.394335,-0.917552,-0.145051
1708857505416496,0.693904,-0.388858,5.117,0.391091,-1.09975,-0.152577
1708857505417921,1.83069,-0.992953,5.20643,0.428611,-0.984084,-0.145543
1708857505419355,1.53184,-1.39457,5.80707,0.457578,-1.05314,-0.146474
1708857505420766,3.11536,-1.29103,5.75099,0.442878,-0.943437,-0.153298
1708857505422224,3.8624,-1.27259,5.61242,0.441593,-0.910511,-0.149641
1708857505423631,4.14426,-1.36624,4.98381,0.449634,-0.885188,-0.151692
1708857505425066,3.88194,-0.937099,5.02757,0.431411,-0.889328,-0.150129
1708857505426482,2.49732,-0.553779,5.36004,0.396697,-0.980283,-0.145848
1708857505427927,1.79584,-1.11132,5.26927,0.452127,-1.00188,-0.149125
1708857505429356,1.35285,-1.33776,5.02339,0.44824,-1.04495,-0.150016
1708857505430834,1.40368,-0.737891,5.30316,0.414935,-1.02804,-0.148189
1708857505432230,1.65019,-0.601435,4.79934,0.398771,-1.03117,-0.150725
1708857505433685,2.55339,-1.02464,4.64406,0.434816,-0.94468,-0.146226
1708857505435125,1.4204,-0.724242,4.51655,0.42443,-1.03537,-0.147004
1708857505436529,1.03065,-0.395774,4.67109,0.386221,-1.02065,-0.149167
1708857505437940,-0.274152,-0.764389,4.86203,0.425975,-1.13584,-0.147353
1708857505439393,0.568029,-0.802391,4.7636,0.422082,-1.06285,-0.144338
1708857505440814,1.40085,-0.254992,5.65436,0.381206,-1.04661,-0.151809
1708857505442278,2.91706,-1.18004,4.948,0.444173,-0.961185,-0.147937
1708857505443678,3.78919,-1.24214,5.10346,0.444587,-0.884624,-0.153082
1708857505445133,3.37909,-1.07463,4.59565,0.442304,-0.936027,-0.15065
1708857505446568,2.29912,-0.816099,4.46611,0.425766,-0.948456,-0.147281
1708857505448005,0.578291,0.097613,4.92054,0.364311,-1.11109,-0.147521
1708857505449431,1.88045,-0.60586,4.90281,0.405649,-0.983106,-0.145271
1708857505450880,1.77606,-1.20719,5.56852,0.443388,-1.05125,-0.149463
1708857505452305,3.73649,-1.23987,5.66723,0.437081,-0.89214,-0.15209
1708857505453733,3.49328,-2.02016,5.1427,0.491356,-0.928273,-0.150452
1708857505455154,3.08118,-1.72761,4.28409,0.481209,-0.906709,-0.147678
1708857505456566,0.731252,0.432069,4.66082,0.33746,-1.06937,-0.145251
1708857505458014,-0.010074,-0.36686,4.33774,0.392873,-1.10677,-0.148093
1708857505459462,0.498242,-1.09946,4.71425,0.44942,-1.06034,-0.137155
1708857505460880,0.499152,-0.895016,5.70495,0.41023,-1.11146,-0.151973
1708857505462309,2.06742,-1.89019,4.87352,0.489138,-0.955824,-0.148482
1708857505463731,1.45163,-1.41315,4.78569,0.459934,-1.04817,-0.148138
1708857505465180,1.81564,-0.220451,4.03503,0.384255,-0.964185,-0.145365
1708857505466632,-0.039559,0.720644,4.65916,0.322686,-1.12994,-0.144661
1708857505468029,0.851408,-0.596743,4.65295,0.416212,-1.03729,-0.143058
1708857505469468,1.05408,-1.37531,5.4178,0.458626,-1.06539,-0.14973
1708857505470908,2.22356,-1.41127,5.90617,0.443389,-1.002,-0.153457
1708857505472368,3.23644,-1.56741,5.09222,0.46919,-0.910027,-0.148817
1708857505473782,2.53564,-0.943765,4.6766,0.428809,-0.988158,-0.151156
1708857505475231,2.67261,-0.030745,4.37794,0.368664,-0.936712,-0.147276
1708857505476664,1.34484,-0.063449,4.92974,0.381956,-1.04155,-0.142871
1708857505478073,1.47757,-1.55394,4.86228,0.458174,-1.01884,-0.15101
1708857505479483,1.3116,-2.05251,5.26898,0.486151,-1.03937,-0.15122
1708857505480913,1.46234,-1.48323,5.31226,0.454288,-1.02732,-0.150047
1708857505482395,1.69987,-1.00106,4.76941,0.430181,-1.01109,-0.149951
1708857505483801,1.83133,-0.758602,4.46462,0.417244,-0.997535,-0.146476
1708857505485228,1.17455,-0.756048,4.3543,0.418179,-1.02548,-0.148073
1708857505486655,0.400503,-0.844437,4.96894,0.411709,-1.07488,-0.149087
1708857505488089,-0.299955,-1.7537,4.93262,0.473925,-1.10518,-0.149344
1708857505489529,-0.074268,-1.65897,5.26516,0.483422,-1.12268,-0.147203
1708857505490943,1.08151,-0.124007,5.32002,0.372392,-1.041,-0.145907
1708857505492377,2.00776,-0.634714,4.88746,0.413074,-1.01257,-0.14775
1708857505493822,3.56173,-0.970328,4.4257,0.42123,-0.895533,-0.150826
1708857505495257,2.75559,-1.00894,4.69199,0.437821,-0.955265,-0.149872
1708857505496692,1.69039,-0.619906,4.83214,0.413878,-0.998032,-0.149379
1708857505498107,0.597965,-0.650318,4.72632,0.411116,-1.08411,-0.147757
1708857505499555,0.888575,-0.753244,4.76778,0.42421,-1.05471,-0.145083
1708857505500978,1.65527,-0.013725,5.40481,0.363484,-1.03916,-0.146331
1708857505502449,3.15367,-0.969747,5.20166,0.4158,-0.937248,-0.149027
1708857505503858,3.69865,-2.5366,4.37009,0.536632,-0.893959,-0.153671
1708857505505273,2.46492,-1.36952,4.46647,0.456071,-0.956678,-0.148138
1708857505506709,0.478618,0.020653,4.60933,0.354165,-1.06862,-0.153376
1708857505508151,-0.224285,-1.06425,4.04177,0.447244,-1.11749,-0.144435
1708857505509576,-0.002691,-0.642788,4.56719,0.408075,-1.10179,-0.140406
1708857505511007,0.785844,-0.664529,5.74987,0.402033,-1.07326,-0.147388
1708857505512439,1.94281,-2.27147,4.61886,0.505616,-0.987584,-0.14692
1708857505513883,1.78006,-2.02922,4.66486,0.497329,-1.00391,-0.151081
1708857505515293,1.52337,-0.260063,4.50496,0.384513,-1.00565,-0.145188
1708857505516724,0.77285,0.609232,4.65789,0.334699,-1.07314,-0.146246
1708857505518189,1.46066,-0.758992,4.72491,0.427504,-1.02364,-0.144866
1708857505519608,2.28119,-1.21008,5.21221,0.444959,-0.992242,-0.153392
1708857505521025,2.87498,-1.18452,5.73689,0.439237,-0.962748,-0.148899
1708857505522468,3.20917,-1.41201,4.77461,0.453886,-0.919423,-0.150421
1708857505523897,2.40144,-0.526965,4.10142,0.416103,-0.991994,-0.1517
1708857505525336,2.24182,0.740613,4.38404,0.327097,-0.974605,-0.143653
1708857505526773,1.8577,0.386102,4.7596,0.349636,-1.01349,-0.144907
1708857505528205,2.49581,-1.75376,4.83571,0.482946,-0.979971,-0.151757
1708857505529628,2.95452,-1.75233,4.98833,0.466472,-0.938849,-0.149976
1708857505531064,2.33377,-1.26544,5.06002,0.455651,-0.992902,-0.150169
1708857505532508,2.19033,-0.770549,3.65514,0.410729,-0.978946,-0.150056
1708857505533920,1.66998,-0.699764,3.93883,0.413492,-1.01229,-0.142939
1708857505535389,1.2822,-0.635219,3.88573,0.400935,-1.02425,-0.142887
1708857505536818,0.306319,-1.03634,4.30496,0.430108,-1.07244,-0.149032
1708857505538233,-0.397196,-2.27389,4.33386,0.50514,-1.1399,-0.151494
1708857505539658,0.469337,-1.1901,4.49924,0.44216,-1.06742,-0.142978
1708857505541089,1.06836,-0.151602,4.88575,0.373354,-1.07127,-0.148336
