t,r11,r12,r13,r21,r22,r23,r31,r32,r33
1708857850559051,-3.8742e-06,-1,1.61543e-06,0.898109,-4.18988e-06,-0.439773,0.439773,-2.52935e-07,0.898109
1708857850569178,-3.77883e-06,-1,1.58963e-06,0.901511,-4.09458e-06,-0.432757,0.432757,-2.02242e-07,0.901511
1708857850579331,-3.32389e-06,-1,1.56339e-06,0.904901,-3.67321e-06,-0.425621,0.425621,-1.66533e-16,0.904901
1708857850589101,-2.74869e-06,-1,1.5373e-06,0.908197,-3.13978e-06,-0.418543,0.418543,2.45727e-07,0.908197
1708857850599482,-3.34799e-06,-1,1.5111e-06,0.911462,-3.67321e-06,-0.411384,0.411384,5.55112e-17,0.911462
1708857850609298,-3.8392e-06,-1,1.48481e-06,0.914666,-4.11176e-06,-0.404211,0.404211,-1.93741e-07,0.914666
1708857850619055,-3.68296e-06,-1,1.45844e-06,0.917801,-3.95929e-06,-0.397042,0.397042,-1.23734e-07,0.917801
1708857850629176,-3.67035e-06,-1,1.43169e-06,0.920918,-3.9381e-06,-0.389757,0.389757,-1.12077e-07,0.920918
1708857850639357,-2.93845e-06,-1,1.40506e-06,0.923943,-3.25244e-06,-0.382531,0.382531,1.74143e-07,0.923943
1708857850648986,-3.40482e-06,-1,1.37828e-06,0.926934,-3.67321e-06,-0.375225,0.375225,-5.55112e-17,0.926934
1708857850659314,-3.79902e-06,-1,1.35145e-06,0.92986,-4.02977e-06,-0.367912,0.367912,-1.41049e-07,0.92986
1708857850669489,-3.9893e-06,-1,1.32456e-06,0.932723,-4.19854e-06,-0.360594,0.360594,-2.0307e-07,0.932723
1708857850679287,-3.91593e-06,-1,1.29733e-06,0.935555,-4.12176e-06,-0.353182,0.353182,-1.69307e-07,0.935555
1708857850688933,-3.43455e-06,-1,1.27021e-06,0.938306,-3.6619e-06,-0.345807,0.345807,4.15758e-09,0.938306
1708857850699051,-5.00979e-05,-1,1.13858e-05,0.941104,-5.0997e-05,-0.338116,0.338116,-6.22367e-06,0.941104
1708857850709321,-5.71004e-05,-1,1.10955e-05,0.944066,-5.75654e-05,-0.329757,0.329757,-8.35435e-06,0.944066
1708857850719187,-3.58846e-05,-1,7.65002e-06,0.946317,-3.6431e-05,-0.32324,0.32324,-4.36001e-06,0.946317
1708857850729292,-2.21001e-05,-1,4.33514e-06,0.948435,-2.23346e-05,-0.316972,0.316972,-2.89351e-06,0.948435
1708857850739451,-1.3241e-05,-1,4.23335e-06,0.950863,-1.3901e-05,-0.309611,0.309611,-7.42091e-08,0.950863
1708857850749170,-1.45078e-05,-1,4.13263e-06,0.953232,-1.50784e-05,-0.30224,0.30224,-4.45494e-07,0.953232
1708857850759361,-1.6266e-05,-1,4.02894e-06,0.955603,-1.6731e-05,-0.294658,0.294658,-9.4285e-07,0.955603
1708857850768969,-1.62393e-05,-1,3.9196e-06,0.958028,-1.66813e-05,-0.286675,0.286675,-9.00316e-07,0.958028
1708857850779266,-1.67145e-05,-1,3.81141e-06,0.960362,-1.71145e-05,-0.278756,0.278756,-9.98946e-07,0.960362
1708857850788978,-1.58584e-05,-1,3.70363e-06,0.962615,-1.62687e-05,-0.270874,0.270874,-7.3046e-07,0.962615
1708857850799195,-1.6464e-05,-1,3.59382e-06,0.964836,-1.68297e-05,-0.262852,0.262852,-8.60147e-07,0.964836
1708857850809364,-1.59654e-05,-1,3.48695e-06,0.966933,-1.63268e-05,-0.255029,0.255029,-6.99993e-07,0.966933
1708857850819266,-1.68679e-05,-1,3.38059e-06,0.96895,-1.718e-05,-0.247258,0.247258,-8.95093e-07,0.96895
1708857850828990,-1.6739e-05,-1,3.27329e-06,0.970919,-1.70359e-05,-0.23941,0.23941,-8.2939e-07,0.970919
1708857850839111,-1.61291e-05,-1,3.16923e-06,0.972764,-1.64244e-05,-0.231797,0.231797,-6.55751e-07,0.972764
1708857850849362,-1.65011e-05,-1,3.06466e-06,0.974555,-1.67682e-05,-0.22415,0.22415,-7.12038e-07,0.974555
1708857850859437,-1.68479e-05,-1,2.96165e-06,0.976258,-1.70895e-05,-0.216612,0.216612,-7.58134e-07,0.976258
1708857850868983,-1.66783e-05,-1,2.85968e-06,0.977882,-1.69076e-05,-0.209158,0.209158,-6.91976e-07,0.977882
1708857850879043,-1.65922e-05,-1,2.75692e-06,0.979459,-1.68073e-05,-0.201643,0.201643,-6.45404e-07,0.979459
1708857850889090,-1.63009e-05,-1,2.656e-06,0.98095,-1.65063e-05,-0.19426,0.19426,-5.61216e-07,0.98095
1708857850899300,-1.67881e-05,-1,2.55388e-06,0.9824,-1.69697e-05,-0.186792,0.186792,-6.26955e-07,0.9824
1708857850909346,-1.67472e-05,-1,2.45197e-06,0.983788,-1.69154e-05,-0.179336,0.179336,-5.91164e-07,0.983788
1708857850919114,-7.10585e-06,-1,6.31215e-07,0.985116,-7.10859e-06,-0.17189,0.17189,-5.99605e-07,0.985116
1708857850929310,2.94513e-06,-1,-1.0397e-06,0.986409,3.07593e-06,-0.164307,0.164307,-5.41664e-07,0.986409
1708857850939422,3.04871e-06,-1,-9.91996e-07,0.987635,3.16652e-06,-0.15677,0.15677,-5.01786e-07,0.987635
1708857850949479,3.28392e-06,-1,-9.43674e-07,0.988817,3.38793e-06,-0.149132,0.149132,-4.43384e-07,0.988817
1708857850959170,1.36099e-05,-1,-2.30991e-06,0.989942,1.37998e-05,-0.141472,0.141472,-3.61253e-07,0.989942
1708857850969294,1.3124e-05,-1,-2.18437e-06,0.991011,1.32983e-05,-0.133781,0.133781,-4.08991e-07,0.991011
1708857850979338,1.24338e-05,-1,-2.05574e-06,0.992043,1.25937e-05,-0.125902,0.125902,-4.73943e-07,0.992043
1708857850989076,1.2881e-05,-1,-1.92764e-06,0.993007,1.30185e-05,-0.118058,0.118058,-3.93462e-07,0.993007
1708857850999256,1.32435e-05,-1,-1.7983e-06,0.993917,1.3361e-05,-0.110134,0.110134,-3.28795e-07,0.993917
1708857851009293,1.32332e-05,-1,-1.66895e-06,0.994762,1.33345e-05,-0.102214,0.102214,-3.07582e-07,0.994762
1708857851019430,1.33898e-05,-1,-1.53995e-06,0.995543,1.34754e-05,-0.0943118,0.0943118,-2.7027e-07,0.995543
1708857851029044,1.29584e-05,-1,-1.40895e-06,0.99627,1.30316e-05,-0.0862874,0.0862874,-2.85554e-07,0.99627
1708857851039232,1.34483e-05,-1,-1.27986e-06,0.996923,1.35072e-05,-0.0783824,0.0783824,-2.21819e-07,0.996923
1708857851049356,1.27867e-05,-1,-1.15e-06,0.997517,1.2836e-05,-0.0704272,0.0704272,-2.46606e-07,0.997517
1708857851058962,1.26757e-05,-1,-1.01988e-06,0.998047,1.27146e-05,-0.06246,0.06246,-2.26172e-07,0.998047
1708857851069051,1.25275e-05,-1,-8.90623e-07,0.998512,1.25575e-05,-0.0545413,0.0545413,-2.06029e-07,0.998512
1708857851079159,1.2642e-05,-1,-7.60199e-07,0.998916,1.26637e-05,-0.0465536,0.0465536,-1.70844e-07,0.998916
1708857851089317,1.33065e-05,-1,-6.3169e-07,0.999252,1.3321e-05,-0.0386836,0.0386836,-1.16474e-07,0.999252
1708857851099393,1.30593e-05,-1,-5.02513e-07,0.999526,1.30686e-05,-0.030771,0.030771,-1.00427e-07,0.999526
1708857851109513,1.24156e-05,-1,-3.73698e-07,0.999738,1.24209e-05,-0.0228833,0.0228833,-8.94895e-08,0.999738
1708857851119247,1.255e-05,-1,-2.45874e-07,0.999887,1.25523e-05,-0.0150535,0.0150535,-5.6925e-08,0.999887
1708857851129458,1.30666e-05,-1,-1.16936e-07,0.999974,1.30671e-05,-0.00715686,0.00715686,-2.34165e-08,0.999974
1708857851138989,1.39539e-05,-1,9.90739e-09,1,1.39539e-05,0.000607121,-0.000607121,1.4357e-09,1
1708857851149116,1.3414e-05,-1,1.3733e-07,0.999965,1.34147e-05,0.00840846,-0.00840846,2.45344e-08,0.999965
1708857851159221,1.26096e-05,-1,2.64215e-07,0.999869,1.26122e-05,0.0161698,-0.0161698,6.02863e-08,0.999869
1708857851169556,1.2643e-05,-1,3.90327e-07,0.999715,1.26487e-05,0.023883,-0.023883,8.82631e-08,0.999715
1708857851179078,1.32027e-05,-1,5.18273e-07,0.999497,1.32125e-05,0.0317198,-0.0317198,9.92259e-08,0.999497
1708857851189331,1.34858e-05,-1,6.44497e-07,0.999222,1.35007e-05,0.0394481,-0.0394481,1.12006e-07,0.999222
1708857851199138,1.31207e-05,-1,7.71726e-07,0.998884,1.31426e-05,0.0472412,-0.0472412,1.51025e-07,0.998884
1708857851209395,1.29106e-05,-1,8.99005e-07,0.998485,1.29405e-05,0.0550319,-0.0550319,1.8715e-07,0.998485
1708857851218982,1.27712e-05,-1,1.02535e-06,0.998028,1.28103e-05,0.0627664,-0.0627664,2.21724e-07,0.998028
1708857851229075,1.30982e-05,-1,1.15347e-06,0.997503,1.3147e-05,0.0706181,-0.0706181,2.25621e-07,0.997503
1708857851239218,1.35921e-05,-1,1.28022e-06,0.996923,1.36506e-05,0.078383,-0.078383,2.1089e-07,0.996923
1708857851249456,1.3174e-05,-1,1.40785e-06,0.996278,1.32463e-05,0.0862026,-0.0862026,2.66976e-07,0.996278
1708857851259135,1.28748e-05,-1,1.5357e-06,0.995569,1.29622e-05,0.0940338,-0.0940338,3.18223e-07,0.995569
1708857851269287,1.23831e-05,-1,1.66259e-06,0.994804,1.2488e-05,0.101808,-0.101808,3.9326e-07,0.994804
1708857851279040,1.27769e-05,-1,1.79066e-06,0.993969,1.28963e-05,0.109657,-0.109657,3.78782e-07,0.993969
1708857851289048,1.33016e-05,-1,1.91734e-06,0.993083,1.34347e-05,0.117415,-0.117415,3.42258e-07,0.993083
1708857851298984,1.29626e-05,-1,2.045e-06,0.992126,1.31166e-05,0.125241,-0.125241,4.0546e-07,0.992126
1708857851309161,1.34971e-05,-1,2.17254e-06,0.991109,1.36662e-05,0.133055,-0.133055,3.57359e-07,0.991109
1708857851319280,1.22094e-05,-1,2.29945e-06,0.990034,1.24115e-05,0.140832,-0.140832,5.57063e-07,0.990034
1708857851329389,1.30413e-05,-1,2.42816e-06,0.988878,1.32574e-05,0.148729,-0.148729,4.61528e-07,0.988878
1708857851339019,1.34052e-05,-1,2.55525e-06,0.987676,1.36399e-05,0.156515,-0.156515,4.25654e-07,0.987676
1708857851349140,1.32046e-05,-1,2.68326e-06,0.986401,1.3466e-05,0.164358,-0.164358,4.76492e-07,0.986401
1708857851359276,1.31826e-05,-1,2.81193e-06,0.985055,1.34699e-05,0.172242,-0.172242,4.99313e-07,0.985055
1708857851368986,1.2261e-05,-1,2.93943e-06,0.983657,1.25898e-05,0.180054,-0.180054,6.83753e-07,0.983657
1708857851379140,1.24887e-05,-1,3.06804e-06,0.982182,1.28427e-05,0.187934,-0.187934,6.6633e-07,0.982182
1708857851389423,1.27873e-05,-1,3.19504e-06,0.980662,1.31653e-05,0.195712,-0.195712,6.3063e-07,0.980662
1708857851399078,1.32527e-05,-1,3.32219e-06,0.979075,1.36515e-05,0.203499,-0.203499,5.55758e-07,0.979075
1708857851409092,1.29502e-05,-1,3.44911e-06,0.977426,1.33866e-05,0.211276,-0.211276,6.35188e-07,0.977426
1708857851419184,1.20717e-05,-1,3.57433e-06,0.975736,1.25614e-05,0.21895,-0.21895,8.44497e-07,0.975736
1708857851429005,1.24744e-05,-1,3.70047e-06,0.97397,1.29885e-05,0.226677,-0.226677,7.76496e-07,0.97397
1708857851439132,1.34037e-05,-1,3.82446e-06,0.972173,1.39267e-05,0.234265,-0.234265,5.7801e-07,0.972173
1708857851449236,1.2822e-05,-1,3.94835e-06,0.970312,1.33963e-05,0.241857,-0.241857,7.30046e-07,0.970312
1708857851459379,1.25272e-05,-1,4.07148e-06,0.968401,1.31468e-05,0.249398,-0.249398,8.18548e-07,0.968401
1708857851469199,1.15366e-05,-1,4.19335e-06,0.966447,1.22267e-05,0.256867,-0.256867,1.08927e-06,0.966447
1708857851479373,1.21744e-05,-1,4.31679e-06,0.964406,1.28825e-05,0.264425,-0.264425,9.43931e-07,0.964406
1708857851488989,1.27997e-05,-1,4.43824e-06,0.962338,1.35242e-05,0.271857,-0.271857,7.91407e-07,0.962338
1708857851499484,1.2561e-05,-1,4.5602e-06,0.960196,1.33348e-05,0.279328,-0.279328,8.70044e-07,0.960196
1708857851509148,1.20457e-05,-1,4.68194e-06,0.957996,1.28824e-05,0.286781,-0.286781,1.03081e-06,0.957996
1708857851519282,1.12423e-05,-1,4.80221e-06,0.955762,1.21575e-05,0.294141,-0.294141,1.28295e-06,0.955762
1708857851529040,1.19831e-05,-1,4.92438e-06,0.953427,1.29103e-05,0.301623,-0.301623,1.08067e-06,0.953427
1708857851539133,1.24358e-05,-1,5.04494e-06,0.951061,1.33861e-05,0.309002,-0.309002,9.55366e-07,0.951061
1708857851549430,1.26356e-05,-1,5.16623e-06,0.948615,1.36211e-05,0.316433,-0.316433,9.02441e-07,0.948615
1708857851559022,1.21632e-05,-1,5.28756e-06,0.946104,1.32201e-05,0.323862,-0.323862,1.06338e-06,0.946104
1708857851569317,1.14026e-05,-1,5.40747e-06,0.943561,1.255e-05,0.331199,-0.331199,1.32574e-06,0.943561
1708857851579112,1.1695e-05,-1,5.5292e-06,0.940912,1.28764e-05,0.338651,-0.338651,1.24197e-06,0.940912
1708857851589414,1.23225e-05,-1,5.64904e-06,0.938241,1.35159e-05,0.345982,-0.345982,1.03681e-06,0.938241
1708857851599210,1.25533e-05,-1,5.76903e-06,0.935498,1.37819e-05,0.353331,-0.353331,9.61462e-07,0.935498
1708857851609371,1.23038e-05,-1,5.88894e-06,0.932694,1.35996e-05,0.360669,-0.360669,1.05498e-06,0.932694
1708857851618998,1.0975e-05,-1,6.00782e-06,0.92985,1.24157e-05,0.36794,-0.36794,1.54822e-06,0.92985
1708857851628981,1.13225e-05,-1,6.12784e-06,0.926905,1.27946e-05,0.375295,-0.375295,1.43066e-06,0.926905
1708857851639192,1.25801e-05,-1,6.24635e-06,0.923933,1.40128e-05,0.382555,-0.382555,9.58607e-07,0.923933
1708857851649406,1.21349e-05,-1,6.36517e-06,0.920885,1.36562e-05,0.389835,-0.389835,1.13098e-06,0.920885
1708857851659030,1.15808e-05,-1,6.48387e-06,0.917775,1.32033e-05,0.397101,-0.397101,1.35198e-06,0.917775
1708857851669350,1.11341e-05,-1,6.60114e-06,0.914636,1.28523e-05,0.404278,-0.404278,1.53639e-06,0.914636
1708857851678996,1.0889e-05,-1,6.72021e-06,0.911377,1.26899e-05,0.411572,-0.411572,1.64302e-06,0.911377
1708857851689216,1.1794e-05,-1,6.83795e-06,0.908082,1.35736e-05,0.418792,-0.418792,1.27021e-06,0.908082
1708857851699569,-3.73565e-05,-1,-1.00836e-05,0.904718,-3.80928e-05,0.426012,-0.426012,6.79145e-06,0.904718
1708857851709369,-1.39875e-05,-1,-1.59555e-06,0.901017,-1.32951e-05,0.433783,-0.433783,4.62991e-06,0.901017
1708857851719309,-1.49711e-06,-1,2.78474e-06,0.897992,-1.19072e-07,0.440013,-0.440013,3.15942e-06,0.897992
1708857851729006,-3.66385e-06,-1,2.82814e-06,0.894589,-2.01377e-06,0.44689,-0.44689,4.16736e-06,0.894589
1708857851739496,-8.82777e-07,-1,2.87293e-06,0.890925,5.18251e-07,0.45415,-0.45415,2.96048e-06,0.890925
1708857851749128,5.68633e-07,-1,2.91714e-06,0.887334,1.84974e-06,0.461126,-0.461126,2.32627e-06,0.887334
1708857851759353,5.56981e-07,-1,2.96183e-06,0.883617,1.87892e-06,0.468211,-0.468211,2.35634e-06,0.883617
1708857851769221,-1.9593e-06,-1,3.00582e-06,0.879886,-2.95641e-07,0.475186,-0.475186,3.57581e-06,0.879886
1708857851779521,-1.22824e-06,-1,3.04983e-06,0.876098,3.94368e-07,0.482134,-0.482134,3.26412e-06,0.876098
1708857851789052,1.79261e-08,-1,3.0933e-06,0.872291,1.52822e-06,0.488987,-0.488987,2.6895e-06,0.872291
1708857851799324,-5.45939e-07,-1,3.13688e-06,0.868386,1.08146e-06,0.495889,-0.495889,2.99475e-06,0.868386
1708857851809407,-1.18217e-06,-1,3.18034e-06,0.864428,5.77036e-07,0.502757,-0.502757,3.34352e-06,0.864428
1708857851819060,-1.41107e-06,-1,3.22296e-06,0.860468,4.27928e-07,0.509504,-0.509504,3.4922e-06,0.860468
1708857851829313,-1.14941e-06,-1,3.26637e-06,0.856365,7.02348e-07,0.516371,-0.516371,3.39072e-06,0.856365
1708857851839574,-3.9603e-07,-1,3.30883e-06,0.852297,1.39317e-06,0.523058,-0.523058,3.02725e-06,0.852297
1708857851849225,-1.15328e-06,-1,3.35092e-06,0.84817,7.96883e-07,0.529723,-0.529723,3.45307e-06,0.84817
1708857851859527,-1.37159e-06,-1,3.39329e-06,0.843955,6.62648e-07,0.536414,-0.536414,3.59952e-06,0.843955
1708857851869355,-9.78492e-07,-1,3.43451e-06,0.839793,1.04289e-06,0.542907,-0.542907,3.41551e-06,0.839793
1708857851879049,-1.42513e-06,-1,3.47621e-06,0.835492,7.19502e-07,0.549503,-0.549503,3.68746e-06,0.835492
1708857851889368,-8.59774e-08,-1,3.51728e-06,0.831214,1.88397e-06,0.555952,-0.555952,2.97141e-06,0.831214
1708857851899322,-9.04384e-07,-1,3.55791e-06,0.826876,1.2531e-06,0.562384,-0.562384,3.45056e-06,0.826876
1708857851909169,-1.50764e-06,-1,3.59882e-06,0.822451,8.07176e-07,0.568837,-0.568837,3.81745e-06,0.822451
1708857851919022,-1.05789e-05,-1,-2.11255e-06,0.818054,-9.86911e-06,0.575142,-0.575142,4.35618e-06,0.818054
1708857851929236,-9.48362e-06,-1,-2.13611e-06,0.813512,-8.95729e-06,0.581548,-0.581548,3.77743e-06,0.813512
1708857851939008,-8.48431e-06,-1,-2.15907e-06,0.808983,-8.13284e-06,0.587832,-0.587832,3.24069e-06,0.808983
1708857851949062,-8.8029e-06,-1,-2.18222e-06,0.804386,-8.3774e-06,0.594108,-0.594108,3.47453e-06,0.804386
1708857851959283,-9.16931e-06,-1,-2.20527e-06,0.7997,-8.65674e-06,0.6004,-0.6004,3.7417e-06,0.7997
1708857851969466,-1.01947e-05,-1,-2.2278e-06,0.795036,-9.45644e-06,0.606563,-0.606563,4.41253e-06,0.795036
1708857851979111,-9.12257e-06,-1,-2.25073e-06,0.790248,-8.58831e-06,0.612787,-0.612787,3.81156e-06,0.790248
1708857851989336,-8.58973e-06,-1,-2.27309e-06,0.785463,-8.15375e-06,0.618908,-0.618908,3.53082e-06,0.785463
1708857851999038,-8.78745e-06,-1,-2.29573e-06,0.780596,-8.29436e-06,0.625036,-0.625036,3.70043e-06,0.780596
1708857852009186,-8.97303e-06,-1,-2.31812e-06,0.775669,-8.42316e-06,0.63114,-0.63114,3.86515e-06,0.775669
1708857852019348,-9.57832e-06,-1,-2.34011e-06,0.770744,-8.87342e-06,0.637145,-0.637145,4.29916e-06,0.770744
1708857852029038,-8.91254e-06,-1,-2.36248e-06,0.765676,-8.34373e-06,0.643226,-0.643226,3.92388e-06,0.765676
1708857852039225,-8.92967e-06,-1,-2.38444e-06,0.760592,-8.33989e-06,0.64923,-0.64923,3.98382e-06,0.760592
1708857852049041,-9.04259e-06,-1,-2.40664e-06,0.755421,-8.40789e-06,0.65524,-0.65524,4.10705e-06,0.755421
1708857852059272,-8.84363e-06,-1,-2.42856e-06,0.750194,-8.24025e-06,0.661218,-0.661218,4.02567e-06,0.750194
1708857852069125,-9.48362e-06,-1,-2.45016e-06,0.744963,-8.69947e-06,0.667105,-0.667105,4.50129e-06,0.744963
1708857852079196,-9.37994e-06,-1,-2.47206e-06,0.739591,-8.60116e-06,0.673056,-0.673056,4.48492e-06,0.739591
1708857852089403,-8.96486e-06,-1,-2.49331e-06,0.734259,-8.27516e-06,0.67887,-0.67887,4.25524e-06,0.734259
1708857852099064,-8.94499e-06,-1,-2.51474e-06,0.728849,-8.24133e-06,0.684674,-0.684674,4.29154e-06,0.728849
1708857852109414,-8.93699e-06,-1,-2.5359e-06,0.723393,-8.21583e-06,0.690437,-0.690437,4.33597e-06,0.723393
1708857852119123,-8.91703e-06,-1,-2.5567e-06,0.71796,-8.18175e-06,0.696084,-0.696084,4.3714e-06,0.71796
1708857852129330,-8.93253e-06,-1,-2.5775e-06,0.712424,-8.17251e-06,0.701749,-0.701749,4.43212e-06,0.712424
1708857852139539,-8.49291e-06,-1,-2.59768e-06,0.706933,-7.84121e-06,0.70728,-0.70728,4.17048e-06,0.706933
1708857852149297,-8.47239e-06,-1,-2.61818e-06,0.701346,-7.80837e-06,0.712821,-0.712821,4.20305e-06,0.701346
1708857852159514,-9.12297e-06,-1,-2.63831e-06,0.695719,-8.24216e-06,0.718314,-0.718314,4.71763e-06,0.695719
1708857852169146,-8.6708e-06,-1,-2.65812e-06,0.690118,-7.90755e-06,0.723697,-0.723697,4.44062e-06,0.690118
1708857852179050,-8.93738e-06,-1,-2.67806e-06,0.684385,-8.06924e-06,0.729121,-0.729121,4.6836e-06,0.684385
1708857852189113,-8.67682e-06,-1,-2.69736e-06,0.678696,-7.86992e-06,0.734419,-0.734419,4.54173e-06,0.678696
1708857852199470,-8.51168e-06,-1,-2.71711e-06,0.672883,-7.73734e-06,0.739748,-0.739748,4.46821e-06,0.672883
1708857852209271,-9.05323e-06,-1,-2.73664e-06,0.666986,-8.07737e-06,0.745071,-0.745071,4.92e-06,0.666986
1708857852219070,-8.39649e-06,-1,-2.75589e-06,0.661107,-7.6187e-06,0.750292,-0.750292,4.47788e-06,0.661107
1708857852229245,-9.02162e-06,-1,-2.77514e-06,0.655101,-8.00681e-06,0.755541,-0.755541,4.99821e-06,0.655101
1708857852239000,-8.28074e-06,-1,-2.79377e-06,0.649171,-7.50067e-06,0.760643,-0.760643,4.48505e-06,0.649171
1708857852249295,-8.63016e-06,-1,-2.81266e-06,0.643139,-7.70419e-06,0.765749,-0.765749,4.79961e-06,0.643139
1708857852259452,-8.61987e-06,-1,-2.83123e-06,0.637059,-7.67372e-06,0.770815,-0.770815,4.84066e-06,0.637059
1708857852269023,-8.54978e-06,-1,-2.8495e-06,0.631038,-7.60574e-06,0.775752,-0.775752,4.83437e-06,0.631038
1708857852279341,-8.75491e-06,-1,-2.86772e-06,0.624881,-7.70966e-06,0.78072,-0.78072,5.04315e-06,0.624881
1708857852289053,-7.66596e-06,-1,-2.88522e-06,0.61883,-7.01034e-06,0.785525,-0.785525,4.23634e-06,0.61883
1708857852299045,-8.67391e-06,-1,-2.9031e-06,0.612659,-7.6086e-06,0.790347,-0.790347,5.0768e-06,0.612659
1708857852309272,-8.45946e-06,-1,-2.92058e-06,0.60645,-7.45246e-06,0.795122,-0.795122,4.95512e-06,0.60645
1708857852319483,-7.95744e-06,-1,-2.93776e-06,0.600302,-7.12641e-06,0.799773,-0.799773,4.6006e-06,0.600302
1708857852329055,-8.44963e-06,-1,-2.95498e-06,0.593991,-7.3962e-06,0.804472,-0.804472,5.04226e-06,0.593991
1708857852339258,-7.69567e-06,-1,-2.97161e-06,0.58776,-6.92735e-06,0.809035,-0.809035,4.47948e-06,0.58776
1708857852349499,-8.39134e-06,-1,-2.98861e-06,0.5814,-7.31032e-06,0.813618,-0.813618,5.08977e-06,0.5814
1708857852359227,-8.37984e-06,-1,-3.00525e-06,0.57499,-7.2771e-06,0.81816,-0.81816,5.12806e-06,0.57499
1708857852368990,-7.49365e-06,-1,-3.02154e-06,0.568648,-6.74671e-06,0.822581,-0.822581,4.44594e-06,0.568648
1708857852379190,-8.15271e-06,-1,-3.03799e-06,0.562098,-7.09525e-06,0.827071,-0.827071,5.03522e-06,0.562098
1708857852389392,-7.15821e-06,-1,-3.0539e-06,0.555633,-6.51644e-06,0.831428,-0.831428,4.25469e-06,0.555633
1708857852399445,-8.35654e-06,-1,-3.07005e-06,0.549071,-7.1542e-06,0.835776,-0.835776,5.29852e-06,0.549071
1708857852409037,-7.78099e-06,-1,-3.08576e-06,0.542484,-6.81331e-06,0.840066,-0.840066,4.86257e-06,0.542484
1708857852419231,-7.84094e-06,-1,-3.10113e-06,0.535948,-6.82047e-06,0.844251,-0.844251,4.95768e-06,0.535948
1708857852429190,-8.65514e-06,-1,-3.11662e-06,0.529245,-7.22505e-06,0.848469,-0.848469,5.69417e-06,0.529245
1708857852439363,-7.31274e-06,-1,-3.13154e-06,0.522628,-6.49167e-06,0.852561,-0.852561,4.59792e-06,0.522628
1708857852448955,-8.01895e-06,-1,-3.14675e-06,0.515889,-6.83256e-06,0.856656,-0.856656,5.24611e-06,0.515889
1708857852459203,-7.37069e-06,-1,-3.16173e-06,0.50904,-6.47341e-06,0.860743,-0.860743,4.73482e-06,0.50904
1708857852469410,-7.69298e-06,-1,-3.17642e-06,0.502219,-6.61034e-06,0.864741,-0.864741,5.05718e-06,0.502219
1708857852479143,-8.37459e-06,-1,-3.19113e-06,0.495256,-6.91985e-06,0.868747,-0.868747,5.69497e-06,0.495256
1708857852489400,-7.12712e-06,-1,-3.2052e-06,0.488429,-6.27796e-06,0.872604,-0.872604,4.65364e-06,0.488429
1708857852499456,-8.13215e-06,-1,-3.21954e-06,0.481475,-6.73723e-06,0.87646,-0.87646,5.57738e-06,0.481475
1708857852509396,-7.62724e-06,-1,-3.23345e-06,0.474493,-6.46535e-06,0.880259,-0.880259,5.1797e-06,0.474493
1708857852518993,-7.31426e-06,-1,-3.24705e-06,0.467591,-6.29029e-06,0.883945,-0.883945,4.94711e-06,0.467591
1708857852529080,-8.11518e-06,-1,-3.26056e-06,0.46055,-6.63163e-06,0.887634,-0.887634,5.70166e-06,0.46055
1708857852539106,-6.60401e-06,-1,-3.27338e-06,0.453695,-5.9133e-06,0.891157,-0.891157,4.40009e-06,0.453695
1708857852549123,-7.80069e-06,-1,-3.28655e-06,0.446687,-6.42491e-06,0.894691,-0.894691,5.51115e-06,0.446687
1708857852559319,-7.69104e-06,-1,-3.29919e-06,0.439689,-6.34483e-06,0.89815,-0.89815,5.45709e-06,0.439689
1708857852569076,-7.42606e-06,-1,-3.31155e-06,0.432782,-6.19922e-06,0.901499,-0.901499,5.2614e-06,0.432782
1708857852579189,-7.91544e-06,-1,-3.32385e-06,0.425707,-6.37728e-06,0.904861,-0.904861,5.74739e-06,0.425707
1708857852589392,-6.71545e-06,-1,-3.33558e-06,0.41879,-5.84134e-06,0.908083,-0.908083,4.70128e-06,0.41879
1708857852599021,-7.37281e-06,-1,-3.34756e-06,0.411736,-6.08629e-06,0.911303,-0.911303,5.34056e-06,0.411736
1708857852609298,-7.08314e-06,-1,-3.35913e-06,0.404671,-5.93814e-06,0.914462,-0.914462,5.11792e-06,0.404671
1708857852619005,-7.06951e-06,-1,-3.37032e-06,0.397729,-5.90403e-06,0.917503,-0.917503,5.14582e-06,0.397729
1708857852629150,-7.59469e-06,-1,-3.3815e-06,0.390605,-6.07939e-06,0.920558,-0.920558,5.67053e-06,0.390605
1708857852639322,-5.71135e-06,-1,-3.39218e-06,0.383619,-5.32363e-06,0.923492,-0.923492,3.97308e-06,0.383619
1708857852648949,-5.81732e-06,-1,-3.40297e-06,0.376559,-5.34305e-06,0.926393,-0.926393,4.1077e-06,0.376559
1708857852659078,-9.73415e-06,-1,-3.41353e-06,0.369469,-6.76846e-06,0.929243,-0.929243,7.78419e-06,0.369469
1708857852669273,-1.19987e-05,-1,-3.42257e-06,0.362857,-7.54312e-06,0.931845,-0.931845,9.93903e-06,0.362857
1708857852679539,-8.50278e-06,-1,-1.27756e-05,0.356288,-1.49666e-05,0.934376,-0.934376,3.39302e-06,0.356288
1708857852688958,4.6592e-06,-1,-1.28099e-05,0.349904,-1.03698e-05,0.936786,-0.936786,-8.84689e-06,0.349904
